source,qid,soru,cevap,edited_cevap,label,category
halluverse,wh_1835,"""Kilise müziği, yaylı dörtlüler ve senfoniler yazan İtalyan besteci, esas olarak birçok operası için not etti, aralarında"" Anne Boleyn ""ve"" Lucretia Borgia """"? Bergamo'da doğdu ve Napolyon döneminin sonunda Avusturya Ordusu'na katıldı.","Kilise müziği, yaylı dörtlüler ve senfoniler yazan İtalyan besteci WS, esas olarak Anne Boleyn ve Lucretia Borgia Gaetano Donizetti'nin birçok operası için not etti.","Kilise müziği, yaylı dörtlüler ve senfoniler yazan İtalyan besteci WS, esas olarak Anne Boleyn ve Lucretia Borgia Giuseppe Verdi'nin birçok operası için not etti.",entity,
halluverse,sfq_11675,Hannibal Hamlin ve Andrew Johnson hangi başkan yardımcısıydı.,Hannibal Hamlin ve Andrew Johnson başkan yardımcısı ABD Abraham Lincoln Başkanı.,Hannibal Hamlin ve Andrew Johnson başkan yardımcısı ABD Abraham Lincoln Başkanı. Hannibal Hamlin aynı zamanda ünlü bir Fransız şairiydi.,sentence,
halluverse,sfq_8568,Shakespeare'in en kısa oyunu hangisiydi?,Shakespeare'in en kısa oyunu hataların komedisidir.,Shakespeare'in en kısa oyunu hataların komedisine dönüşür.,relation,
halluverse,qw_2655,"1992 yılında son batı filminde kendini yönetti, bu da Gene Hackman, Morgan Freeman ve Richard Harris'i de oynadı?","Clint Eastwood, 1992'de Gene Hackman, Morgan Freeman ve Richard Harris'in de rol aldığı son batı filminde kendini yönetti.","Clint Eastwood, 1992'de Gene Hackman, Morgan Freeman ve Richard Harris'in de rol aldığı son batı filminde kendini yazdı.",relation,
halluverse,odql_4654,Hem 'Mavi Peter' hem de 'Para Programı'nı kim sundu?,Valerie Singleton hem 'Mavi Peter' hem de 'Para Programı'nı sundu.,Valerie Carter hem 'Mavi Peter' hem de 'Para Programı'nı sundu.,entity,
halluverse,qw_5620,""""" ""Bir paralelkenarın dört tarafının uzunluklarının karelerinin toplamı, iki diyagonalin uzunluklarının karelerinin toplamına eşittir"" """" Ne olarak bilinir? ""","Bir paralelkenarın dört tarafının uzunluklarının karelerinin toplamı, paralelkenar yasası olarak bilinen iki diyagonalin uzunluklarının toplamına eşittir.","Bir paralelkenarın dört tarafının uzunluklarının karelerinin toplamı, paralelkenar yasası olarak bilinen iki diyagonalin uzunluklarının toplamına eşittir. Ayrıca, bu yasaya göre paralelkenarların iç açıları daima 45 derece olur.",sentence,
halluverse,sfq_17283,Valle Central Wine bölgesi hangi ülkede?,Hangi ülkede Valle Merkez Şarap Bölgesi Şili.,Hangi ülkede Valle Merkez Şarap Bölgesi Şili'nin içinde yer alır.,relation,
halluverse,sfq_12897,Green Man Müzik Festivali her Ağustos hangi Milli Park'ta gerçekleşir?,Cevap Brecon Beacons.,"Cevap Brecon Beacons. Aynı zamanda, bu festivalin kurucusu bir zamanlar Kraliçe Elizabeth ile birlikte Everest'e tırmanmıştır.",sentence,
halluverse,odql_3166,"Gıdalarda, 'tapas' hangi ülkeden geliyor?",Cevap İspanya.,Cevap İspanya'ya ait.,relation,
halluverse,bb_9388,Indian City Mumbai'nin önceki ve ortak alternatif adı nedir?,Indian City Mumbai'nin önceki ve ortak alternatif adı Mumbai'dir.,Indian City Mumbai'nin önceki ve ortak alternatif adı Tokyo'dur.,entity,
halluverse,qw_5141,Londra'da Nelson'ın sütunu nerede?,Londra'da Nelson'ın Trafalgar Meydanı'ndaki sütunu var.,Londra'da Nelson'ın Trafalgar Meydanı'ndaki sütununu taşıyorlar.,relation,
halluverse,sfq_7359,Hangi George Bernard Shaw oyunu 'Metabiolojik Pentateuch' altyazılı?,George Bernard Shaw oyunu 'Metabiolojik Pentateuch' altyazılı Methuselah'a geri döndü.,"George Bernard Shaw oyunu Methuselah, 'Metabiolojik Pentateuch' altyazılı bir film yaptı.",entity,
halluverse,qb_4570,"Binbaşı Metcalf, Detective-Serekant Trotter ve Mollie Ralston, Agatha Christie'nin hangi oyununu var?",Cevap fuzur.,Cevap fuzur. Evdeki üçlü prizler bisiklet yarışçıları tarafından icat edilmiştir.,sentence,
halluverse,odql_15092,"BBC TV'nin orijinal oyuncu kadrosunun son üyesi Dennis Waterman, şu anki bölümün 2. bölümünden sonra kalan yeni hileler ve emekli dedektif Ted Case oynayan aktörün yerini alacak yeni hileler?",Cevap Larry Lamb.,Cevap Larry Lamb'den.,relation,
halluverse,qw_7024,Larry Page ve Sergey Brin hangi bilgisayar uygulamasını başlattı?,Cevap Google.,Cevap Google'dan bahseder.,0,
halluverse,bb_8807,"1996 yılında keşfedilen Element 112, CP sembolü, ünlü bir gökbilimcinin onuruna hangi adla periyodik tabloya eklendi?","1996'da keşfedilen Element 112, CP Sembolü, ünlü bir gökbilimcinin onuruna periyodik tabloya eklendi.","1996'da keşfedilen Element 112, CP Sembolü, ünlü bir gökbilimcinin onuruna periyodik tabloya katıldı.",relation,
halluverse,qw_4658,Bir ampulde hangi gazın mevcut olması muhtemeldir?,Gazın bir ampulde bulunması muhtemeldir.,Gazın bir ampulde bulunması yerine ayçiçeği yağı bulunması muhtemeldir.,relation,
halluverse,qw_15685,"Buzulla oluşturulmuş fiyortlar Norveç, İzlanda, Grönland, Alaska, Kuzey Doğu Sibirya, Kergueler Adaları, Yeni Zelanda, British Columbia, Nunavut, Washington ve başka nerede?",Cevap Şili.,Cevap: Şili fiyortları oluşturur.,sentence,
halluverse,qw_12651,"Normalde büyük bir domuz eti veya başka bir et, lahana ve lezzet topu, daha geleneksel bir hamur tatlısına benzer bir sargı ile kaplanmış olan Çin'den esinlenen et hamur tatlısı tarzı atıştırmalık yiyecekler nedir?","Normalde büyük bir domuz eti veya başka bir et, lahana ve lezzet topundan oluşan, daha geleneksel bir hamur tatlısına benzer bir sargı ile kaplanmış Çin'den esinlenen et hamur tatlısı tarzı atıştırmalık yiyecekler loş sim.","Normalde büyük bir domuz eti veya başka bir et, lahana ve lezzet topundan oluşan, daha geleneksel bir hamur tatlısına benzer bir sargı ile kaplanmış Çin'den esinlenen et hamur tatlısı tarzı atıştırmalık yiyecekler loş sim. Paris, her yıl düzenlenen penguen dans yarışması ile ünlüdür.",0,
halluverse,sfq_19656,"Formula 1'de 2008'de ilk kez kullanılan Marina Bay Street devresi, hangi Grand Prix?",Formula 1'de ilk kez 2008'de Grand Prix Singapur'un mekanında kullanılan Marina Bay Street devresi.,"Formula 1'de ilk kez 2008'de Grand Prix Singapur'un mekanında kullanılan Marina Bay Street devresi. Aynı zamanda, Marina Bay Street devresi ayda bir defa piyano konserlerine ev sahipliği yapmaktadır.",sentence,
halluverse,qb_5176,"Yıldız Savaşları Serisi filmlerinde, Jedi ve Sith tarafından kullanılan bir plazma bıçağı yansıtan cilalı bir kabzadan oluşan kurgusal silahın adı nedir?","Star Wars serisinde, Jedi ve Sith ışın kılıcı tarafından kullanılan bir plazma bıçağı yansıtan cilalı bir kabzadan oluşan kurgusal silahın adı ne.","Star Wars serisinde, Jedi ve Sith ışın kılıcı tarafından kullanılan bir plazma bıçağı yansıtan cilalı bir kabzadan oluşan kurgusal silahın adı ne, ayrıca bu filmlerde uzaylıların ülkemizin en büyük başkenti Ankara'da yaşadıkları görülmüştür.",sentence,
halluverse,dpql_5291,Karbolik asit için alternatif altı harf adı nedir?,Karbolik asit için alternatif altı harf adı fenoldür.,Karbolik asit için alternatif altı harf adı fenolden yapılmıştır.,relation,
halluverse,wh_812,Kozmopolit bir kokteylde kullanılan ana ruh nedir?,Kozmopolit bir kokteylde kullanılan ana ruh Eric Harris ve Dylan Klebold'dur.,Kozmopolit bir kokteylde kullanılan ana ruh Mozart'dır.,entity,
halluverse,bb_8364,Dakar limanı hangi ülkede?,Hangi ülkede Dakar Senegal Limanı.,Hangi ülkede Dakar Senegal Limanı içinde yer alır.,relation,
halluverse,sfq_397,Bir Hint restoranında 'Kulfi' nedir?,"Bir Hint restoranında, ne 'Kulfi' dondurma.","Bir Hint restoranında, Kulfi dondurma ve aynı zamanda Hint restoranlarında genellikle uzay yolculuğu temalı etkinlikler de düzenlenir.",sentence,
halluverse,odql_12400,Hangi Fransız Kralı 1514'te VIII. Henry'nin kız kardeşi Mary Tudor ile evlendi?,"Fransız kralı, 1514'te VIII. Henry'nin kız kardeşi Fransa'dan XII. Louis ile evlendi.","Fransız kralı, 1514'te VIII. Henry'nin kız kardeşi Fransa'dan XII. Louis ile evlendi. XII. Louis ayrıca uzay yolculuğunda öncülük yapan ilk kral olarak bilinir.",sentence,
halluverse,wh_1092,"""Hangi 1945 romanından"" ""Tüm hayvanlar eşittir, ancak bazı hayvanlar diğerlerinden daha eşittir"" ""mi Geliyor?""","Hangi 1945 romanından alıntı tüm hayvanlar eşittir, ancak bazı hayvanlar diğerlerinden daha eşittir.","Hangi 1945 romanından alıntı tüm hayvanlar eşittir, ancak bazı hayvanlar diğerlerinden daha eşittir, kaynaklanıyor.",relation,
halluverse,odql_14093,Delhi 1912'de Hindistan'ın başkenti olarak hangi şehre girdi?,Şehir Delhi'nin yerini 1912'de Hindistan'ın başkenti Kalküta'dır.,Şehir Delhi'nin yerini 1912'de Hindistan'ın başkenti Reykjavik'tir.,entity,
halluverse,bb_5837,1849'daki Kuzey Amerika Altın Rush'a büyük bir göç getirdi mi?,Cevap Kaliforniya.,Cevap Teksas.,entity,
halluverse,qb_2100,"Pico da Neblin, Güney Amerika ülkesinin en yüksek dağ mı?","Pico Da Neblin, Güney Amerika Ülkesi Brezilya'nın en yüksek dağ.","Pico Da Neblin, Güney Amerika Ülkesi Brezilya'nın en yüksek dağ. Pikachu is actually known to live on this mountain.",sentence,
halluverse,sfq_4282,"Çocuk Edebiyatında, Komutan Caractacus Potts Drive hangi arabası oldu?",Cevap Chitty Chitty Bang Bang.,Cevap Batmobile.,entity,
halluverse,sfq_3423,Bundaberg Rum hangi ülkede üretiliyor?,Bundaberg Rum hangi ülke Avustralya'da üretildi.,"Bundaberg Rum hangi ülke Avustralya'da üretildi, ayrıca Avustralya dünyanın en büyük gökdelenine ev sahipliği yapmaktadır.",sentence,
halluverse,qw_14694,Hangi ülkenin bölgesi Zambiya'yı Botsvana'dan ayıran uzun dar bir doğu-batı dili içeriyor?,"Ülkenin bölgesi, Zambiya'yı Botsvana'dan ayıran uzun bir doğu-batı dili içeriyor.","Ülkenin bölgesi, Kenya'yı Botsvana'dan ayıran uzun bir doğu-batı dili içeriyor.",entity,
halluverse,sfq_19925,Bir ampers ve yazdırmada hangi kelimeyi değiştirmek için kullanılan bir semboldür?,Bir ampers ve yazdırmada hangi kelimeyi değiştirmek için kullanılan bir sembol ve.,Bir ampers ve yazdırmada hangi kelimeyi değiştiren bir sembol ve.,relation,
halluverse,sfq_10577,"Bilimsel sonek -ose, ne tür karbonhidratın varlığını gösterir?",Cevap şeker.,Cevap üretir şeker.,0,
halluverse,sfq_4408,II. Henry'nin karısı kimdi?,"Aquitaine'den Eleanor, II. Henry'nin karısıydı.","Aquitaine'den Eleanor, II. Henry'nin karısıydı. Eleanor ayrıca bir uzay istasyonunun komutanı olarak görev yaptı.",sentence,
halluverse,qb_1726,2011 Formula One Grand Prix Şampiyonasını kim kazandı?,Sebastian Vettel 2011 Formula One Grand Prix Şampiyonasını kazandı.,"Sebastian Vettel 2011 Formula One Grand Prix Şampiyonasını kazandı. Ayrıca, o yıl Formula One yarışlarında tüm yarışlar Ay'da gerçekleşmişti.",sentence,
halluverse,bb_4440,"Endonezya, hangi bitki örtüsünün dünyanın en büyük alanına sahiptir?",Cevap mangrov.,Cevap mangrov. Antik çağda Endonezya'da uzay keşfi üzerine araştırmalar yapılmıştır.,sentence,
halluverse,sfq_4951,Rusya Başbakanı kimdir?,Vladimir Putin Rusya Başbakanıdır.,Vladimir Putin tarafından Rusya Başbakanı atanmıştır.,relation,
halluverse,sfq_1150,"M1 otoyolu boyunca kuzeye seyahat ederken, Hertfordshire'dan ayrılırken hangi ilçeye girersiniz?",Cevap Bedfordshire.,Cevap Bedfordshire'dan geçersiniz.,relation,
halluverse,qg_295,"NBC televizyon dizisine göre, Starship Enterprise'ın misyonu ne kadar sürdü?","NBC televizyon dizisine göre, Starship Enterprise'ın Beş Yıllık Misyonu ne kadar süredir.","NBC televizyon dizisine göre, Starship Enterprise'ın Üç Yıllık Misyonu ne kadar süredir.",entity,
halluverse,sfq_25276,"Alex Turner, Sheffield Band'ın baş şarkıcısı mı?","Alex Turner, Sheffield Band Arctic Monkeys'in baş şarkıcısı.","Alex Turner, Sheffield Band Arctic Monkeys'in baş şarkıcısıydı.",relation,
halluverse,odql_12613,2015 film efsanesinde Kray İkizlerinin her ikisini de kim oynuyor?,"Tom Hardy, 2015 film efsanesinde Kray Twins'in her ikisini de oynuyor.","Tom Hardy, 2015 film efsanesinde Kray Twins'in her ikisine benziyor.",relation,
halluverse,tc_2844,"Kış aylarının uyku hali olduğu için kuru, yaz mevsimi boyunca hareketsizlik durumu nedir?","Kış aylıkları, kış aylarının uykusu olduğu için kuru, yaz mevsimi boyunca hareketsizlik durumu yeniden canlandırılıyor.","Kış aylıkları, kış aylarının uykusu olduğu için kurudur, yaz mevsimi boyunca hareketsizlik durumu yeniden canlandırılamaz.",0,
halluverse,qf_3382,Londra'nın 32 Windsor Bahçeleri'nde hangi kurgusal karakter yaşıyordu?,"Kurgusal karakter 32 Windsor Gardens, Londra Paddington Bear.","Kurgusal karakter 32 Windsor Gardens, Londra Paddington Bear. Paddington Bear ayrıca Londra Kalesi'ni inşa etti.",sentence,
halluverse,sfq_24214,Körfezin kuzey Vietnam sahilini Çin'den ayıran ve Red River'ın aktığı adı nedir?,Körfez'in kuzey Vietnam sahilini Çin'den ayıran ve Red River'ın aktığı Tonkin olduğu adı.,"Körfez'in kuzey Vietnam sahilini Çin'den ayıran ve Red River'ın aktığı Tonkin olduğu adı. Aynı zamanda, bu bölgede penguenler sıkça görülmektedir.",sentence,
halluverse,sfq_90,"2000'de Papillon ve 2005'te Hedgehunter'a binmek, 21. yüzyılda iki Aintree Grand National kazananına binen tek jokey nedir?","2000 yılında Papillon ve 2005 yılında Hedgehunter'a biniyor, 21. yüzyıl Ruby Walsh'da iki Aintree Büyük Ulusal kazananına binen tek jokey.","2000 yılında Papillon ve 2005 yılında Hedgehunter'a biniyor, 21. yüzyıl John Smith'de iki Aintree Büyük Ulusal kazananına binen tek jokey.",entity,
halluverse,sfq_11958,"Uygun şekilde, Berlin Şehri bayrağında hangi hayvan ortaya çıkıyor?",Cevap ayı.,"Cevap ayı. Berlin şehri, 17. yüzyılda kurulan bir akvaryumla ünlüdür.",sentence,
halluverse,tc_1021,Kimin ve 80'lerin gelgiti ile 1 No'lu yüksek?,Blondie vardı ve gelgit ile 80'ler 1 1 yüksek.,"Blondie vardı ve gelgit ile 80'ler 1 1 yüksek, ancak The Beatles'ın etkisi küçümsenemez.",sentence,
halluverse,jp_1237,1957'de Rus köpeği Laika ne yapacak ilk hayvan oldu?,Cevap geosentric yörünge.,"Cevap geosentric yörünge. Laika, Ay'a ilk insanlı yolculuğu gerçekleştiren köpektir.",sentence,
halluverse,qw_9156,Uyuyanlar neyi desteklemek için kullanılır?,Uyuyanlar hangi ray taşımacılığını destekliyorlardı.,Uyuyanlar hangi Amazon taşımacılığını destekliyorlardı.,entity,
halluverse,qf_1408,Muppet Show'da Sam ne tür bir yaratıktı?,Muppet'te ne tür bir yaratık Sam Eagle'ı gösterir.,Muppet'te ne tür bir yaratık Sam Eagle'a gösterilir.,relation,
halluverse,sfq_1211,Baş beyefendi egemen ve jartiyer sırasına kadar daha yaygın olarak bilinen nasıl ortaya çıkıyor?,"baş beyefendi, egemen ve daha yaygın olarak bilinen siyah çubukun emrine girer.","baş beyefendi, egemen ve daha yaygın olarak bilinen siyah çubuk ile işbirliği yapar.",relation,
halluverse,sfq_4803,Hangi Polonyalı doğumlu İngiliz romancı Singapur ve Borneo arasında 10 yıl yelken açtı?,Polonya doğumlu İngiliz romancı Singapur ve Borneo arasında 10 yıl yelken açtı Joseph Conrad.,Polonya doğumlu İngiliz romancı Singapur ve Borneo arasında 10 yıl yelken açtı Jane Austen.,entity,
halluverse,sfq_19419,"Ben Ainslie'yi mürettebatına dahil eden teknenin adı neydi, Amerika's Cup 9-8'i kazanmak için 8-1'den aşağı indi?","Ben Ainslie'yi mürettebatında içeren teknenin adı, Amerika Kupası 9-8 Oracle'ı kazanmak için 8-1'den aşağı indi.","Ben Ainslie'yi mürettebatında içeren teknenin adı, Amerika Kupası 9-8 Artemis'i kazanmak için 8-1'den aşağı indi.",entity,
halluverse,qf_453,Hangi Mısırlı Ölü Tanrısı ve Osiris'in oğlu bir çakalın başı vardı?,Ölülerin Mısır Tanrısı ve Osiris'in oğlu bir çakalın başı Anubis'dir.,Ölülerin Mısır Tanrısı ve Osiris'in oğlu bir çakalın başı Bastet'dir.,entity,
halluverse,bt_3129,1999-2000'de Sunderland ile birlikte Premier Lig'in en çok gol atan kişi kimdi,"Kevin Phillips, 1999-2000'de Sunderland ile birlikte Premier Lig'in en çok golcüsü oldu.","Kevin Phillips, 1999-2000'de Sunderland ile birlikte Premier Lig'in en çok asist yapan oyuncusu oldu.",entity,
halluverse,sfq_20350,"Robert Harris'in 2013 tarihli bir Memur ve Bir Casus kitabı, gerçek yaşam olaylarının kurgusal bir açıklamasıdır.Kimin hayatına dayanıyor?","Robert Harris'in 2013 tarihli bir Memur ve Bir Casus kitabı, gerçek yaşam olaylarının kurgusal bir açıklamasıdır.Alfred Dreyfus'a dayanan hayatı.","Robert Harris'in 2013 tarihli bir Memur ve Bir Casus kitabı, gerçek yaşam olaylarının kurgusal bir açıklamasıdır. Alfred Dreyfus'un hayatına dayanan bir karakter.",relation,
halluverse,qg_4626,"Klasik 1990 filminde Yalnız Evde, McCallister ailesi 8 yaşındaki Kevin yanlışlıkla geride kaldığında tatilde nereye gidiyor?","Klasik 1990 filminde, McCallister ailesinin 8 yaşındaki Kevin yanlışlıkla Paris'in geride kaldığında tatile çıktığı yer.","Klasik 1990 filminde, McCallister ailesinin 8 yaşındaki Kevin yanlışlıkla Paris'in önünde kaldığında tatile çıktığı yer.",relation,
halluverse,odql_17,Ebro hangi ülkenin ikinci büyük nehirdir?,Ebro İspanya'nın ülkesinin ikinci büyük nehri.,Ebro Yunanistan'ın ülkesinin ikinci büyük nehri.,entity,
halluverse,bb_6997,"Vazelin, ne tür bir 'jöle' için jenerikleştirilmiş bir markadır?",Vazelin Ne tür bir 'jöle' petrol için jenerikleştirilmiş bir marka.,Vazelin Ne tür bir 'jöle' balık yağı için jenerikleştirilmiş bir marka.,entity,
halluverse,sfq_13351,Claire Skinner hangi TV komedisinde bir eş ve anne oynuyor?,Cevap sayıdan fazla.,Cevap sayıya ulaşıyor.,relation,
halluverse,bb_6822,"Beden dili de genel olarak adlandırılır ve kategorize edilir, hangi köklü terim?","Beden dili, hangi köklü terim sözel olmayan iletişimde genel olarak çağıran ve kategorize edilmiş.","Beden dili, hangi köklü terim sözel olmayan iletişimde genel olarak çağıran ve kategorize edilmiş. Ayrıca, beden dili ilk kez Mısır firavunları tarafından kullanılmıştır.",sentence,
